rank,finalWorth,personName,age,country,countryOfCitizenship,source,industries,organization,selfMade,gender,birthDate,title,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,total_tax_rate_country,latitude_country,longitude_country
1104,2700,Gianfelice Rocca,75.709787816564,Italy,Italy,Pipe Manufacturing,Metals & Mining,Unknown,False,M,1948-03-02 00:00:00,Unknown,,,,,,,,,
1104,2700,Paolo Rocca,71.09103353867214,Italy,Italy,Pipe Manufacturing,Metals & Mining,Unknown,False,M,1952-10-14 00:00:00,Unknown,,,,,,,,,
1104,2700,Wayne Rothbaum,55.748117727583846,United States,United States,Biotech investing,Healthcare,Unknown,True,M,1968-02-17 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1104,2700,Jeff Rothschild,68.87337440109513,United States,United States,Facebook,Technology,Meta Platforms,True,M,1955-01-02 00:00:00,Advisor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1104,2700,Raj Sardana,63.6933607118412,United States,United States,Technology services,Technology,Unknown,True,M,1960-03-08 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1104,2700,Christiane Schoeller,,Germany,Germany,Publishing,Media & Entertainment,Unknown,False,F,,Unknown,,,,,,,,,
1104,2700,Salil Singhal,76.32580424366871,India,India,Agrochemicals,Manufacturing,Unknown,False,M,1947-07-21 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1104,2700,Alexander Skorobogatko,56.145106091718,Russia,Russia,"Real estate, airport",Logistics,Unknown,True,M,1967-09-25 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
1104,2700,Evan Spiegel,33.45379876796714,United States,United States,Snapchat,Technology,Snap,True,M,1990-06-04 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1104,2700,Glen Taylor,82.5763175906913,United States,United States,Printing,Service,Unknown,True,M,1941-04-20 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1104,2700,Thomas Tull,53.43463381245722,United States,United States,"Movies, investments",Media & Entertainment,Unknown,True,M,1970-06-11 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1104,2700,Bulat Utemuratov,65.8754277891855,Kazakhstan,Kazakhstan,"Mining, banking, hotels",Metals & Mining,Unknown,True,M,1958-01-01 00:00:00,Unknown,182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,28.4,48.019573,66.923684
1104,2700,Gustav Magnar Witzoe,30.570841889117045,Norway,Norway,Fish farming,Food & Beverage,Unknown,False,M,1993-04-22 00:00:00,Unknown,120.27,2.2,"$403,336,363,636 ",82.0,100.3,82.8,36.2,60.472024,8.468946
1104,2700,Wong Man Li,58.75975359342916,Hong Kong,Hong Kong,Furniture,Manufacturing,Unknown,True,M,1965-02-12 00:00:00,Unknown,,,,,,,,,
1104,2700,Guangming Wu,61.719370294318956,China,China,Medical equipment,Healthcare,Unknown,True,M,1962-02-27 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1104,2700,Zhu Yi,59.96167008898015,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1963-12-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Ben Ashkenazy,54.1492128678987,United States,United States,Real estate,Real Estate,Unknown,True,M,1969-09-23 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Felix Baker,54.63655030800821,United States,United States,Biotech investing,Finance & Investments,Unknown,True,M,1969-03-29 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Julian Baker,57.492128678986994,United States,United States,Investing,Finance & Investments,Unknown,True,M,1966-05-21 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,David Baszucki,60.824093086926766,United States,United States,Online games,Media & Entertainment,Unknown,True,M,1963-01-20 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Joesley Batista,51.780971937029435,Brazil,Brazil,Beef processing,Food & Beverage,Unknown,False,M,1972-02-05 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
1164,2600,Wesley Batista,50.940451745379875,Brazil,Brazil,Beef packing,Food & Beverage,Unknown,False,M,1972-12-08 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
1164,2600,Yvonne Bauer,46.63655030800821,Germany,Germany,"Magazines, media",Media & Entertainment,Unknown,False,F,1977-03-29 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1164,2600,Miriam Baumann-Blocher,48.876112251882276,Switzerland,Switzerland,Chemicals,Manufacturing,Unknown,False,F,1975-01-01 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1164,2600,Cen Junda,59.41409993155373,China,China,Pharmaceuticals,Healthcare,Unknown,True,M,1964-06-18 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Richard Chandler,64.87611225188228,Singapore,New Zealand,Investments,Finance & Investments,Unknown,False,M,1959-01-01 00:00:00,Unknown,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
1164,2600,Chen Zhiping,47.87679671457906,China,China,E-cigarettes,Manufacturing,Unknown,True,M,1976-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Fernando Chico Pardo,71.75359342915812,Mexico,Mexico,Airport management,Service,Unknown,True,M,1952-02-15 00:00:00,Unknown,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,55.1,23.634501,-102.552784
1164,2600,Ray Davis,81.91375770020534,United States,United States,Pipelines,Energy,Unknown,True,M,1941-12-18 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Maria Del Pino,67.66324435318275,Spain,Spain,Construction,Construction & Engineering,Unknown,False,F,1956-03-19 00:00:00,Unknown,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,40.463667,-3.74922
1164,2600,Deng Weiming & family,55.20876112251882,China,China,Battery components,Manufacturing,Unknown,True,M,1968-09-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,"John Dorrance, III.",79.87679671457906,Ireland,Ireland,Campbell Soup,Food & Beverage,Unknown,False,M,1944-01-01 00:00:00,Unknown,,,,,,,,,
1164,2600,Carl Douglas,62.535249828884325,Sweden,Sweden,Investments,Diversified,Unknown,False,M,1961-05-05 00:00:00,Unknown,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,49.1,60.128161,18.643501
1164,2600,Eric Douglas,55.54551676933607,Sweden,Sweden,Investments,Diversified,Unknown,False,M,1968-05-01 00:00:00,Unknown,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,49.1,60.128161,18.643501
1164,2600,Fiona Geminder,58.959616700889804,Australia,Australia,Manufacturing,Manufacturing,Unknown,False,F,1964-12-01 00:00:00,Unknown,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,-25.274398,133.775136
1164,2600,Stewart Horejsi & family,86.16016427104722,United States,United States,Berkshire Hathaway,Finance & Investments,Unknown,True,M,1937-09-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Hou Juncheng,58.91581108829569,China,China,Cosmetics,Healthcare,Unknown,True,M,1964-12-17 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Zhenda Huang & family,76.21081451060917,China,China,Construction,Construction & Engineering,Unknown,True,M,1947-09-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Dmitry Kamenshchik,55.559206023271734,Russia,Russia,Airport,Service,Unknown,True,M,1968-04-26 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
1164,2600,Alicia Koplowitz,70.17932922655716,Spain,Spain,"Construction, investments",Finance & Investments,Unknown,False,F,1953-09-12 00:00:00,Unknown,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,40.463667,-3.74922
1164,2600,Adam Kwok,40.629705681040384,Hong Kong,Hong Kong,Real estate,Real Estate,Unknown,False,M,1983-04-01 00:00:00,Unknown,,,,,,,,,
1164,2600,Henry Laufer,78.26146475017111,United States,United States,Hedge funds,Finance & Investments,Unknown,True,M,1945-08-13 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Louis Le Duff,77.29500342231348,France,France,Bakeries,Food & Beverage,Unknown,True,M,1946-08-01 00:00:00,Unknown,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,46.227638,2.213749
1164,2600,Mark Leonard & family,67.53182751540041,Canada,Canada,Software,Technology,Unknown,True,M,1956-05-06 00:00:00,Unknown,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
1164,2600,Li Guoqiang,59.87679671457906,China,China,Auto dealerships,Automotive,Unknown,True,M,1964-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Li Yongxin,47.690622861054074,China,China,Education,Service,Unknown,True,M,1976-03-09 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Peter Lim,70.46132785763176,Singapore,Singapore,Investments,Finance & Investments,Unknown,True,M,1953-06-01 00:00:00,Unknown,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
1164,2600,Lu Weiding,52.714579055441476,China,China,Diversified,Diversified,Unknown,False,M,1971-03-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Sergio Mantegazza,96.04654346338124,Switzerland,Switzerland,Travel,Service,Unknown,True,M,1927-10-31 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1164,2600,Hans Melchers,85.55509924709104,Netherlands,Netherlands,"Chemicals, investments",Finance & Investments,Unknown,True,M,1938-04-28 00:00:00,Unknown,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,41.2,52.132633,5.291266
1164,2600,C. Dean Metropoulos,77.53593429158111,United States,United States,Investments,Food & Beverage,Unknown,True,M,1946-05-05 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Hans Georg Naeder,62.20123203285421,Germany,Germany,Prosthetics,Manufacturing,Unknown,False,M,1961-09-04 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1164,2600,Falguni Nayar,60.7419575633128,India,India,Retailing,Fashion & Retail,Nykaa,True,F,1963-02-19 00:00:00,Founder & CEO,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1164,2600,James Packer,56.19164955509925,United States,Australia,Investments,Finance & Investments,Unknown,False,M,1967-09-08 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Alexander Ponomarenko,59.05544147843943,Russia,Russia,"Real estate, airport",Logistics,Unknown,True,M,1964-10-27 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
1164,2600,Nicholas Pritzker,79.87679671457906,United States,United States,"Hotels, investments",Finance & Investments,Unknown,False,M,1944-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Alejandro Santo Domingo,46.757015742642025,United States,United States,Beer,Food & Beverage,Unknown,False,M,1977-02-13 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Steven Sarowitz,58.026009582477755,United States,United States,Payroll software,Technology,Unknown,True,M,1965-11-07 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Maria-Elisabeth Schaeffler-Thumann,82.25051334702259,Germany,Germany,Auto parts,Automotive,Unknown,False,F,1941-08-17 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1164,2600,Leonard Schleifer,71.36208076659823,United States,United States,Pharmaceuticals,Healthcare,Regeneron Pharmaceuticals,True,M,1952-07-07 00:00:00,CEO and Founder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Dieter Schnabel,77.8754277891855,Germany,Germany,Chemicals,Manufacturing,Unknown,False,M,1946-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1164,2600,Michael S. Smith,68.52566735112936,United States,United States,Liquefied natural gas,Energy,Unknown,True,M,1955-05-09 00:00:00,Investor,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Julia Thiele-Schuerhoff,51.87679671457906,Germany,Germany,"Brakes, investments",Manufacturing,Unknown,False,F,1972-01-01 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1164,2600,John Tyson & family,70.19849418206708,United States,United States,Food processing,Food & Beverage,Unknown,False,M,1953-09-05 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1164,2600,Anna Katharina Viessmann,,Germany,Germany,Heating and cooling equipment,Manufacturing,Unknown,False,F,,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
1164,2600,Jurgen Wirtgen,58.379192334017795,Germany,Germany,Construction Vehicles,Construction & Engineering,Unknown,False,M,1965-07-01 00:00:00,Unknown,,,,,,,,,
1164,2600,Stefan Wirtgen,53.379876796714576,Germany,Germany,Construction Vehicles,Construction & Engineering,Unknown,False,M,1970-07-01 00:00:00,Unknown,,,,,,,,,
1164,2600,Zhao Lixin,57.87542778918549,China,China,Electronics,Technology,Unknown,True,M,1966-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1164,2600,Hongyi Zhou,53.12799452429842,China,China,Security software,Technology,Unknown,True,M,1970-10-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,S. Daniel Abraham,99.25530458590006,United States,United States,Slim-Fast,Food & Beverage,S. Daniel Abraham Center for Middle East Peace,True,M,1924-08-15 00:00:00,Chairman,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Bill Alfond,75.50444900752909,United States,United States,Shoes,Fashion & Retail,Unknown,False,M,1948-05-16 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Susan Alfond,78.32991101984942,United States,United States,Shoes,Fashion & Retail,Unknown,False,F,1945-07-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Ted Alfond,79.24435318275154,United States,United States,Shoes,Fashion & Retail,Unknown,False,M,1944-08-19 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Riley Bechtel & family,71.64681724845995,United States,United States,"Engineering, construction",Construction & Engineering,Bechtel Corp.,False,M,1952-03-25 00:00:00,former Chairman and CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Thor Bjorgolfsson,56.6652977412731,United Kingdom,Iceland,Investments,Diversified,Unknown,True,M,1967-03-19 00:00:00,Unknown,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,55.378051,-3.435973
1217,2500,Charles Bronfman,92.39151266255989,United States,Canada,Liquor,Food & Beverage,Unknown,False,M,1931-06-27 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Vivek Chand Burman,86.55441478439425,India,India,Consumer goods,Food & Beverage,Unknown,False,M,1937-04-28 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1217,2500,Herb Chambers,81.8754277891855,United States,United States,Car dealerships,Automotive,Unknown,True,M,1942-01-01 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Cheng Yixiao,39.87679671457906,China,China,Video streaming app,Media & Entertainment,Unknown,True,M,1984-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Andrew Cherng,75.6249144421629,United States,United States,Fast food,Food & Beverage,Unknown,True,M,1948-04-02 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Peggy Cherng,75.9151266255989,United States,United States,Fast food,Food & Beverage,Unknown,True,F,1947-12-18 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Leon G. Cooperman,80.56399726214921,United States,United States,Hedge funds,Finance & Investments,"Omega Advisors, Inc.",True,M,1943-04-25 00:00:00,Founder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Yadu Hari Dalmia & family,76.4599589322382,India,India,Cement,Manufacturing,Unknown,False,M,1947-06-02 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1217,2500,Henry Davis,72.75017111567419,United States,United States,Beef processing,Food & Beverage,Unknown,False,M,1951-02-16 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Oleg Deripaska,55.87405886379192,Russia,Russia,"Aluminum, utilities",Metals & Mining,Unknown,True,M,1968-01-02 00:00:00,Unknown,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,61.52401,105.318756
1217,2500,Sergey Dmitriev,57.686516084873375,Cyprus,Cyprus,Software,Technology,Unknown,True,M,1966-03-11 00:00:00,Unknown,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,22.4,35.126413,33.429859
1217,2500,Joseph Edelman,68.43805612594113,United States,United States,Hedge funds,Finance & Investments,Perceptive Advisors,True,M,1955-06-10 00:00:00,Founder & CEO,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Sandeep Engineer,62.51882272416153,India,India,Plastic pipes,Manufacturing,Unknown,True,M,1961-05-11 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1217,2500,Alceu Elias Feldmann & family,74.3791923340178,Brazil,Brazil,Fertilizer,Energy,Unknown,True,M,1949-07-01 00:00:00,Unknown,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,-14.235004,-51.92528
1217,2500,Serge Godin,73.99863107460644,Canada,Canada,Information technology,Technology,CGI Group,True,M,1949-11-17 00:00:00,Chairman and CEO,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,56.130366,-106.346771
1217,2500,Alec Gores,70.66666666666667,United States,United States,Private equity,Finance & Investments,Unknown,True,M,1953-03-18 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Bill Haslam,65.23477070499658,United States,United States,Gas stations,Fashion & Retail,Unknown,False,M,1958-08-23 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,J. Tomilson Hill,75.48254620123203,United States,United States,Investments,Finance & Investments,Unknown,True,M,1948-05-24 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Jay-Z,53.95208761122519,United States,United States,Music,Media & Entertainment,Unknown,True,M,1969-12-04 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Baba Kalyani,74.85831622176592,India,India,Engineering,Automotive,Unknown,False,M,1949-01-07 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1217,2500,Saban Cemil Kazanci,62.757015742642025,Turkey,Turkey,Energy,Energy,Unknown,False,M,1961-02-13 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
1217,2500,Brad Kelley,66.89938398357289,United States,United States,Tobacco,Real Estate,Unknown,True,M,1956-12-23 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Wolfgang Leitner,70.64202600958248,Austria,Austria,Engineering,Construction & Engineering,Unknown,True,M,1953-03-27 00:00:00,Unknown,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,51.4,47.516231,14.550072
1217,2500,Li Hongxin & family,70.69678302532512,China,China,Paper & related products,Manufacturing,Unknown,True,M,1953-03-07 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Lin Chen-hai,76.71457905544148,Taiwan,Taiwan,Real estate,Real Estate,Unknown,True,M,1947-03-01 00:00:00,Unknown,,,,,,,,,
1217,2500,Lu Yiwen,36.876112251882276,China,China,Jewelry,Fashion & Retail,Unknown,True,F,1987-01-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Prayudh Mahagitsiri,77.8754277891855,Thailand,Thailand,"Coffee, shipping",Food & Beverage,Unknown,False,M,1946-01-01 00:00:00,Unknown,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,29.5,15.870032,100.992541
1217,2500,Willy Michel,76.87611225188228,Switzerland,Switzerland,Medical devices,Healthcare,Unknown,True,M,1947-01-01 00:00:00,Unknown,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,28.8,46.818188,8.227512
1217,2500,Lachhman Das Mittal,93.0321697467488,India,India,Tractors,Automotive,Unknown,False,M,1930-11-05 00:00:00,Unknown,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,20.593684,78.96288
1217,2500,Bobby Murphy,35.32922655715264,United States,United States,Snapchat,Technology,Snap,True,M,1988-07-19 00:00:00,Cofounder,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Tomas Olivo Lopez,49.87542778918549,Spain,Spain,Shopping centers,Real Estate,Unknown,True,M,1974-01-01 00:00:00,Unknown,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,40.463667,-3.74922
1217,2500,Eren Ozmen,65.20465434633813,United States,United States,Aerospace,Manufacturing,Unknown,True,F,1958-09-03 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,John Pritzker,70.26967830253251,United States,United States,"Hotels, investments",Finance & Investments,Unknown,False,M,1953-08-10 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Qiu Minxiu,78.16563997262149,China,China,Semiconductors,Technology,Unknown,True,F,1945-09-17 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Ferit Faik Sahenk,59.66598220396988,Turkey,Turkey,Diversified,Diversified,Unknown,False,M,1964-03-18 00:00:00,Unknown,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,42.3,38.963745,35.243322
1217,2500,Wenrong Shen,77.75770020533881,China,China,Steel production,Metals & Mining,Unknown,True,M,1946-02-13 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Yuzhu Shi,61.210130047912386,China,China,"Online games, investments",Diversified,Unknown,True,M,1962-09-01 00:00:00,Unknown,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,35.86166,104.195397
1217,2500,Jeff Sutton,63.832991101984945,United States,United States,Real estate,Real Estate,Unknown,True,M,1960-01-17 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,"Henry Sy, Jr.",69.8754277891855,Philippines,Philippines,Diversified,Diversified,Unknown,False,M,1954-01-01 00:00:00,Unknown,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,43.1,12.879721,121.774017
1217,2500,Andrew Tan,71.79192334017796,Philippines,Philippines,Diversified,Diversified,Unknown,True,M,1952-02-01 00:00:00,Unknown,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,43.1,12.879721,121.774017
1217,2500,Arvind Tiku,53.73305954825462,Singapore,India,"Oil & gas, investments",Energy,Unknown,True,M,1970-02-22 00:00:00,Unknown,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,21.0,1.352083,103.819836
1217,2500,Byron Trott,64.95824777549623,United States,United States,Investments,Finance & Investments,Unknown,True,M,1958-12-02 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Donald Trump,77.42642026009582,United States,United States,Real estate,Real Estate,Unknown,False,M,1946-06-14 00:00:00,Unknown,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,37.09024,-95.712891
1217,2500,Peter Unger,79.24161533196441,Germany,Germany,Auto repair,Automotive,Unknown,True,M,1944-08-20 00:00:00,Unknown,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,51.165691,10.451526
